Date - Heure;Date;Heure;Consommation brute gaz (MW PCS 0°C) - GRTgaz;Statut - GRTgaz;Consommation brute gaz (MW PCS 0°C) - Teréga;Statut - Teréga;Consommation brute gaz totale (MW PCS 0°C);Consommation brute électricité (MW) - RTE;Statut - RTE;Consommation brute totale (MW)
2018-12-31T23:30:00+01:00;31/12/2018;23:30;;;;;;63803;Définitif;
2018-12-31T23:00:00+01:00;31/12/2018;23:00;56218;Définitif;4851;Définitif;61069;63977;Définitif;125046
2018-12-31T22:30:00+01:00;31/12/2018;22:30;;;;;;60939;Définitif;
2018-12-31T22:00:00+01:00;31/12/2018;22:00;59937;Définitif;5401;Définitif;65338;59901;Définitif;125239
2018-12-31T21:30:00+01:00;31/12/2018;21:30;;;;;;60580;Définitif;
2018-12-31T21:00:00+01:00;31/12/2018;21:00;64459;Définitif;5867;Définitif;70326;61496;Définitif;131822
2018-12-31T20:30:00+01:00;31/12/2018;20:30;;;;;;62964;Définitif;
2018-12-31T20:00:00+01:00;31/12/2018;20:00;69639;Définitif;6140;Définitif;75779;64679;Définitif;140458
2018-12-31T19:30:00+01:00;31/12/2018;19:30;;;;;;66342;Définitif;
2018-12-31T19:00:00+01:00;31/12/2018;19:00;74156;Définitif;6470;Définitif;80626;67276;Définitif;147902
2018-12-31T18:30:00+01:00;31/12/2018;18:30;;;;;;67373;Définitif;
2018-12-31T18:00:00+01:00;31/12/2018;18:00;76941;Définitif;6727;Définitif;83668;66779;Définitif;150447
2018-12-31T17:30:00+01:00;31/12/2018;17:30;;;;;;64936;Définitif;
2018-12-31T17:00:00+01:00;31/12/2018;17:00;77192;Définitif;6706;Définitif;83898;63035;Définitif;146933
2018-12-31T16:30:00+01:00;31/12/2018;16:30;;;;;;62516;Définitif;
2018-12-31T16:00:00+01:00;31/12/2018;16:00;76112;Définitif;6397;Définitif;82509;62691;Définitif;145200
2018-12-31T15:30:00+01:00;31/12/2018;15:30;;;;;;63279;Définitif;
2018-12-31T15:00:00+01:00;31/12/2018;15:00;75788;Définitif;6233;Définitif;82021;63962;Définitif;145983
2018-12-31T14:30:00+01:00;31/12/2018;14:30;;;;;;65402;Définitif;
2018-12-31T14:00:00+01:00;31/12/2018;14:00;76365;Définitif;6369;Définitif;82734;66234;Définitif;148968
2018-12-31T13:30:00+01:00;31/12/2018;13:30;;;;;;67374;Définitif;
2018-12-31T13:00:00+01:00;31/12/2018;13:00;77951;Définitif;6667;Définitif;84618;68632;Définitif;153250
2018-12-31T12:30:00+01:00;31/12/2018;12:30;;;;;;67737;Définitif;
2018-12-31T12:00:00+01:00;31/12/2018;12:00;80495;Définitif;7010;Définitif;87505;67057;Définitif;154562
2018-12-31T11:30:00+01:00;31/12/2018;11:30;;;;;;66416;Définitif;
2018-12-31T11:00:00+01:00;31/12/2018;11:00;82910;Définitif;7314;Définitif;90224;66163;Définitif;156387
2018-12-31T10:30:00+01:00;31/12/2018;10:30;;;;;;65860;Définitif;
2018-12-31T10:00:00+01:00;31/12/2018;10:00;83837;Définitif;7446;Définitif;91283;65404;Définitif;156687
2018-12-31T09:30:00+01:00;31/12/2018;09:30;;;;;;64588;Définitif;
2018-12-31T09:00:00+01:00;31/12/2018;09:00;84358;Définitif;7465;Définitif;91823;63441;Définitif;155264
2018-12-31T08:30:00+01:00;31/12/2018;08:30;;;;;;62849;Définitif;
2018-12-31T08:00:00+01:00;31/12/2018;08:00;83650;Définitif;7451;Définitif;91101;62008;Définitif;153109
2018-12-31T07:30:00+01:00;31/12/2018;07:30;;;;;;60787;Définitif;
2018-12-31T07:00:00+01:00;31/12/2018;07:00;83539;Définitif;7536;Définitif;91075;59204;Définitif;150279
2018-12-31T06:30:00+01:00;31/12/2018;06:30;;;;;;58095;Définitif;
2018-12-31T06:00:00+01:00;31/12/2018;06:00;83467;Définitif;7506;Définitif;90973;56238;Définitif;147211
2018-12-31T05:30:00+01:00;31/12/2018;05:30;;;;;;55453;Définitif;
2018-12-31T05:00:00+01:00;31/12/2018;05:00;71963;Définitif;6150;Définitif;78113;54285;Définitif;132398
2018-12-31T04:30:00+01:00;31/12/2018;04:30;;;;;;54264;Définitif;
2018-12-31T04:00:00+01:00;31/12/2018;04:00;64007;Définitif;5469;Définitif;69476;54530;Définitif;124006
2018-12-31T03:30:00+01:00;31/12/2018;03:30;;;;;;55472;Définitif;
2018-12-31T03:00:00+01:00;31/12/2018;03:00;61029;Définitif;5134;Définitif;66163;56595;Définitif;122758
2018-12-31T02:30:00+01:00;31/12/2018;02:30;;;;;;58465;Définitif;
2018-12-31T02:00:00+01:00;31/12/2018;02:00;60492;Définitif;4967;Définitif;65459;59134;Définitif;124593
2018-12-31T01:30:00+01:00;31/12/2018;01:30;;;;;;59764;Définitif;
2018-12-31T01:00:00+01:00;31/12/2018;01:00;59876;Définitif;4877;Définitif;64753;60219;Définitif;124972
2018-12-31T00:30:00+01:00;31/12/2018;00:30;;;;;;62833;Définitif;
2018-12-31T00:00:00+01:00;31/12/2018;00:00;60198;Définitif;4809;Définitif;65007;64466;Définitif;129473
2018-12-30T23:30:00+01:00;30/12/2018;23:30;;;;;;64493;Définitif;
2018-12-30T23:00:00+01:00;30/12/2018;23:00;60430;Définitif;4863;Définitif;65293;65146;Définitif;130439
2018-12-30T22:30:00+01:00;30/12/2018;22:30;;;;;;62596;Définitif;
2018-12-30T22:00:00+01:00;30/12/2018;22:00;64415;Définitif;5504;Définitif;69919;61907;Définitif;131826
2018-12-30T21:30:00+01:00;30/12/2018;21:30;;;;;;62873;Définitif;
2018-12-30T21:00:00+01:00;30/12/2018;21:00;69311;Définitif;6002;Définitif;75313;64146;Définitif;139459
2018-12-30T20:30:00+01:00;30/12/2018;20:30;;;;;;65143;Définitif;
2018-12-30T20:00:00+01:00;30/12/2018;20:00;71474;Définitif;6274;Définitif;77748;66539;Définitif;144287
2018-12-30T19:30:00+01:00;30/12/2018;19:30;;;;;;67178;Définitif;
2018-12-30T19:00:00+01:00;30/12/2018;19:00;73195;Définitif;6433;Définitif;79628;66789;Définitif;146417
2018-12-30T18:30:00+01:00;30/12/2018;18:30;;;;;;65747;Définitif;
2018-12-30T18:00:00+01:00;30/12/2018;18:00;73567;Définitif;6501;Définitif;80068;63964;Définitif;144032
2018-12-30T17:30:00+01:00;30/12/2018;17:30;;;;;;61710;Définitif;
2018-12-30T17:00:00+01:00;30/12/2018;17:00;72628;Définitif;6256;Définitif;78884;59581;Définitif;138465
2018-12-30T16:30:00+01:00;30/12/2018;16:30;;;;;;59018;Définitif;
2018-12-30T16:00:00+01:00;30/12/2018;16:00;70894;Définitif;5896;Définitif;76790;59184;Définitif;135974
2018-12-30T15:30:00+01:00;30/12/2018;15:30;;;;;;59666;Définitif;
2018-12-30T15:00:00+01:00;30/12/2018;15:00;69469;Définitif;5732;Définitif;75201;60194;Définitif;135395
2018-12-30T14:30:00+01:00;30/12/2018;14:30;;;;;;61742;Définitif;
2018-12-30T14:00:00+01:00;30/12/2018;14:00;69748;Définitif;5853;Définitif;75601;62810;Définitif;138411
2018-12-30T13:30:00+01:00;30/12/2018;13:30;;;;;;64532;Définitif;
2018-12-30T13:00:00+01:00;30/12/2018;13:00;71363;Définitif;6086;Définitif;77449;66545;Définitif;143994
2018-12-30T12:30:00+01:00;30/12/2018;12:30;;;;;;65706;Définitif;
2018-12-30T12:00:00+01:00;30/12/2018;12:00;74002;Définitif;6502;Définitif;80504;64712;Définitif;145216
2018-12-30T11:30:00+01:00;30/12/2018;11:30;;;;;;64065;Définitif;
2018-12-30T11:00:00+01:00;30/12/2018;11:00;76795;Définitif;6826;Définitif;83621;63637;Définitif;147258
2018-12-30T10:30:00+01:00;30/12/2018;10:30;;;;;;63107;Définitif;
2018-12-30T10:00:00+01:00;30/12/2018;10:00;78555;Définitif;6983;Définitif;85538;62267;Définitif;147805
2018-12-30T09:30:00+01:00;30/12/2018;09:30;;;;;;61218;Définitif;
2018-12-30T09:00:00+01:00;30/12/2018;09:00;78969;Définitif;7010;Définitif;85979;60007;Définitif;145986
2018-12-30T08:30:00+01:00;30/12/2018;08:30;;;;;;59208;Définitif;
2018-12-30T08:00:00+01:00;30/12/2018;08:00;78680;Définitif;6937;Définitif;85617;58556;Définitif;144173
2018-12-30T07:30:00+01:00;30/12/2018;07:30;;;;;;57776;Définitif;
2018-12-30T07:00:00+01:00;30/12/2018;07:00;78466;Définitif;6858;Définitif;85324;56855;Définitif;142179
2018-12-30T06:30:00+01:00;30/12/2018;06:30;;;;;;56434;Définitif;
2018-12-30T06:00:00+01:00;30/12/2018;06:00;77980;Définitif;6699;Définitif;84679;55585;Définitif;140264
2018-12-30T05:30:00+01:00;30/12/2018;05:30;;;;;;55461;Définitif;
2018-12-30T05:00:00+01:00;30/12/2018;05:00;69481;Définitif;5599;Définitif;75080;54864;Définitif;129944
2018-12-30T04:30:00+01:00;30/12/2018;04:30;;;;;;55296;Définitif;
2018-12-30T04:00:00+01:00;30/12/2018;04:00;65090;Définitif;5097;Définitif;70187;55795;Définitif;125982
2018-12-30T03:30:00+01:00;30/12/2018;03:30;;;;;;56999;Définitif;
2018-12-30T03:00:00+01:00;30/12/2018;03:00;63307;Définitif;4861;Définitif;68168;58330;Définitif;126498
2018-12-30T02:30:00+01:00;30/12/2018;02:30;;;;;;60367;Définitif;
2018-12-30T02:00:00+01:00;30/12/2018;02:00;62679;Définitif;4745;Définitif;67424;61077;Définitif;128501
2018-12-30T01:30:00+01:00;30/12/2018;01:30;;;;;;61869;Définitif;
2018-12-30T01:00:00+01:00;30/12/2018;01:00;62578;Définitif;4630;Définitif;67208;62313;Définitif;129521
2018-12-30T00:30:00+01:00;30/12/2018;00:30;;;;;;65097;Définitif;
